// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

// Wedding Related items
// Taiwan 4th Anniversary Memorial items
7583,499,100// 사악한 마음
7584,499,100// 경비자의 증명 첫번째
7585,499,100// 경비자의 증명 두번째
7586,499,100// 경비자의 증명 세번째
7587,499,100// 경비자의 증명 네번째
2673,507,100// 용사의 빛나는 반지
1533,507,100// 용사의 발뭉
13020,507,100// 용사의 발뭉

// Vietnam Event item
7588,499,100// IPOD티켓

// 2006 Brazilian 2nd Anniversary items
7603,499,100// RO파티초대권
5201,499,100// 꼬깔모자

// 2006 Indonesia Honor Ring item 
2674,507,100// 명예의 반지

// 2006 Korean Harvest Moon Day Event item
12199,507,100// 마법의 스크롤

// 2006 Indonesia Event
7614,499,100// 특별한 포장지
7618,499,100// 몬스터 크리스탈
2676,507,100// 헌터 이어링

// Mercenary scrolls
12153,499,100// 활용병소환서1급
12154,499,100// 활용병소환서2급
12155,499,100// 활용병소환서3급
12156,499,100// 활용병소환서4급
12157,499,100// 활용병소환서5급
12158,499,100// 활용병소환서6급
12159,499,100// 활용병소환서7급
12160,499,100// 활용병소환서8급
12161,499,100// 활용병소환서9급
12162,499,100// 활용병소환서10급
12163,499,100// 검용병소환서1급
12164,499,100// 검용병소환서2급
12165,499,100// 검용병소환서3급
12166,499,100// 검용병소환서4급
12167,499,100// 검용병소환서5급
12168,499,100// 검용병소환서6급
12169,499,100// 검용병소환서7급
12170,499,100// 검용병소환서8급
12171,499,100// 검용병소환서9급
12172,499,100// 검용병소환서10급
12173,499,100// 창용병소환서1급
12174,499,100// 창용병소환서2급
12175,499,100// 창용병소환서3급
12176,499,100// 창용병소환서4급
12177,499,100// 창용병소환서5급
12178,499,100// 창용병소환서6급
12179,499,100// 창용병소환서7급
12180,499,100// 창용병소환서8급
12181,499,100// 창용병소환서9급
12182,499,100// 창용병소환서10급

// Indonesia 4 Annual Events
2368,467,100// Golden Armor
2427,467,100// Golden Shoes
2704,467,100// Golden accesories
2705,467,100// Golden accesories
5295,467,100// Golden Bandana
7863,467,100// Special Gold

// Thailand Event-Environment Day Items
7865,499,100// 금주머니
7866,499,100// 인증서

// 11.2 Quest items
// * "Thor Volcano Base" items
7759,507,100// 지질학자의 보고서

// USA 4th Anniversary Event Items
5305,475,100// 해적의 대거
5373,73,100// 다크네스 헬름
7773,499,100// 전투휘장
7875,467,100// 해적의 상자

// Moscovia Quest Items -----
2429,499,100// 쇠로 만든 신발
2430,499,100// 쇠로 만든 신발
7876,499,100// 황금색의 열쇠
7877,499,100// 빨간 반지
7878,499,100// 루살까의 머리카락
7879,499,100// 금실
7880,499,100// 바바야가의 은 숟가락
7881,499,100// 마법 책
7882,499,100// 뾰족한 가지
7883,499,100// 뽀족한 나무 피리

// Indonesian Red Bandana Hair Band
5320,475,100// 챔피언의 월계관

// Malaysia/Singapore Event Items
2708,475,100// 중국제수공품
5805,475,100// 승리자의 머리장식품
7884,475,100// 옥패
7885,475,100// 신성한 화살
12704,475,100// 불로장생약
12705,475,100// 귀족의 명패

// Compensation Items Coupon
7784,475,100// 무료쿠폰1
7785,475,100// 무료쿠폰2
7786,475,100// 무료쿠폰3
7787,475,100// 무료쿠폰4
7788,475,100// 무료쿠폰5
7789,475,100// 무료쿠폰6
7790,475,100// 무료쿠폰7
7791,475,100// 무료쿠폰8

// Fate Crow Quest Items
7794,475,100// 운명의 까마귀

// Russian Golden Apple Event Items
//5322,475,100	// Kerchief
7793,475,100// 황금사과
7800,475,100// 마력의 황금사과

// Taiwan Medicine of Fantasy
12259,507,100// 환상의 영약
12261,507,100// 환상의 비약

// 2007 Summer Event Items
7801,499,100// 소녀의 팬레터
7802,499,100// 싸인첩

// Sakray Test items
1177,475,100// 무랑맛살
1272,475,100// 등 뒤를 긁는 자
1423,475,100// 폴X.O
1536,475,100// 굿모닝스타
1566,475,100// 현지의 일기
1627,475,100// 스탬프
1735,475,100// 깍궁
1921,475,100// 거문곰
1975,475,100// 여왕님은 채찍
2127,475,100// 슬리퍼의 사자
2370,475,100// 유성 매직코트
2431,475,100// 발위에 슈즈
2534,475,100// 옷플러
5323,475,100// 미스트렌스 왕관
13029,475,100// 프린센스 나이프
13406,475,100// 엣찌

// Taiwan ???
2713,507,100// 수행 증명서

// Satan Morroc
7820,507,100// 모로크의 피부조각

// Vietnam Independence Day
5806,475,100// 시인 나탈리아의 모자

// PC-Cafe Authoritative Badge
12262,507,100// 마패
12263,475,100// [비매품]전투 교범
12264,475,100// [비매품]풍선껌
12265,475,100// [비매품]생명보험 증서

// Morocc Continental Guard Certificate
7826,507,100// 컨티넨탈 가드 인증서

// Harvest Moon Day PC Items
12266,507,100// 다식
12267,507,100// 유과
12268,507,100// 무지개떡

// Satan Morocc (Episode 12)
2730,467,100// 컨티넨탈 가드의 인장
2731,467,100// 룬문자 주문석
2732,467,100// 죽음의 고리

// Episode 12
1638,507,100// 치유의 지팡이
2438,467,100// 고양이의 발
2720,499,100// 무공훈장
2721,499,100// 무공훈장
2722,499,100// 무공훈장
2723,499,100// 무공훈장
2724,499,100// 무공훈장
2725,499,100// 무공훈장
2738,507,100// 반짝이는 기념주화
2739,507,100// 일반 기념주화
2740,507,100// 녹슨 기념주화
2751,467,100// 수습 마법사의 뱃지
2752,507,100// 프락시너스
5357,475,100// 승리의 날개
5368,475,100// 빛의 날개
5369,475,100// 어둠의 날개
5386,384,100// 새해 복 모자
5394,507,100// 맛있는 풍선껌
5812,507,100// 물 전문가의 모자
6000,475,100// 어둠의 재
6005,467,100// 새해 떡
6006,499,100// 배달용 떡 상자
6007,499,100// 새해 떡국
6009,499,100// 마력의 대형부채
7623,507,100// 이름변경 쿠폰

// Falicious Okolnir
7839,499,100// 크리스탈 키
7840,507,100// 발키리의 선물

// "St. Patrick's Day (2008)" Quest related items
12715,507,100// 검은색 보물 상자

// Battleground Rewards (Tierra Gorge/Flavius)
1183,467,100// 돌격대장의 카츠발게르
1184,467,100// 돌격대장의 카츠발게르
1279,467,100// 학살의 카타르
1280,467,100// 학살의 카타르
1379,467,100// 광전사의 배틀엑스
1380,467,100// 광전사의 배틀엑스
1425,467,100// 돌격대장의 스피어
1482,467,100// 돌격대장의 랜스
1542,467,100// 투사의 모닝스타
1543,467,100// 투사의 모닝스타
1574,467,100// 손자병법
1575,467,100// 손자병법
1632,467,100// 워락의 마법지팡이
1633,467,100// 워락의 전투지팡이
1634,467,100// 강한 회복의 지팡이
1635,467,100// 빠른 회복의 지팡이
1738,467,100// 배틀 크로스보우
1739,467,100// 배틀 크로스보우
1823,467,100// 투사의 배틀 피스트
1824,467,100// 투사의 배틀 피스트
1923,467,100// 전장의 기타
1924,467,100// 전장의 기타
1977,467,100// 배틀 라리어트
1978,467,100// 배틀 라리어트
2376,467,100// 돌격대장의 플레이트
2377,467,100// 정예공병의 갑옷
2378,467,100// 암살자의 로브
2379,467,100// 워락의 전투로브
2380,467,100// 위생병의 로브
2381,467,100// 정예궁병의 슈츠
2382,467,100// 정예사수의 슈츠
2435,467,100// 전투 그리브
2436,467,100// 군화
2437,467,100// 전투 부츠
2538,467,100// 사령관의 망토
2539,467,100// 지휘관의 망토
2540,467,100// 보안관의 망토
2733,467,100// 보안관 뱃지
7828,467,100// 용맹휘장
7829,467,100// 특공휘장
13036,467,100// 암살자의 다마스커스
13037,467,100// 암살자의 다마스커스
13108,467,100// 솔져 리볼버
13171,467,100// 솔져 라이플
13172,467,100// 솔져 개틀링건
13173,467,100// 솔져 샷건
13174,467,100// 솔져 그레네이드 런쳐
13305,467,100// 전투 풍마수리검
13306,467,100// 전투 풍마수리검
13410,467,100// 검투사의 블레이드
13411,467,100// 검투사의 블레이드

// "Valentine's Day (2009)" Event related items
5817,507,100// 발렌타인의 증표
14466,507,100// Valentine's Emblem Box

// Ayo_event 20090303
7950,499,100// 아요타야 페스티벌 티켓

// Episode 13.1
6039,507,100// 생선 토막
6048,507,100// 미확인 광석
6051,499,100// 잿빛의 공허

// Battleground Rewards (Krieger Von Midgard)
1187,499,100// 글로리어스 크레이모어
1281,499,100// 글로리어스 블러디 로어
1282,499,100// 글로리어스 자마다르
1310,499,100// 글로리어스 클리버
1382,499,100// 글로리어스 투핸드 액스
1426,499,100// 글로리어스 스피어
1486,499,100// 글로리어스 랜스
1546,499,100// 글로리어스 모닝스타
1576,499,100// 글로리어스 타블렛
1577,499,100// 글로리어스 아포칼립스
1640,499,100// 글로리어스 아크완드
1641,499,100// 글로리어스 치유지팡이
1743,499,100// 글로리어스 헌터보우
1826,499,100// 글로리어스 크로
1827,499,100// 글로리어스 피스트
1927,499,100// 글로리어스 기타
1981,499,100// 글로리어스 라리어트
2002,499,100// 글로리어스 파괴지팡이
2394,499,100// 글로리어스 슈트
2395,499,100// 글로리어스 양산형 슈트
2396,499,100// 글로리어스 보급용 슈트
2444,499,100// 글로리어스 슈즈
2445,499,100// 글로리어스 양산형 슈즈
2446,499,100// 글로리어스 보급용 슈즈
2549,499,100// 글로리어스 머플러
2772,499,100// 글로리어스 링
2773,499,100// 글로리어스 양산형 링
2774,499,100// 글로리어스 보급용 링
13042,499,100// 글로리어스 그라디우스
13110,499,100// 글로리어스 피스톨
13176,499,100// 글로리어스 라이플
13177,499,100// 글로리어스 개틀링건
13178,499,100// 글로리어스 샷건
13179,499,100// 글로리어스 그레네이드 런쳐
13307,499,100// 글로리어스 풍마수리검
13416,499,100// 글로리어스 프람베르그
13417,499,100// 글로리어스 레이피어
13418,499,100// 글로리어스 홀리어벤져

// Episode 13.2
6074,499,100// 바젯의 비밀노트
6075,507,100// 눈물 결정
6076,507,100// 휴대용 도구상자
6077,507,100// 정제되지 않은 광석
6078,507,100// 돌 부스러기
6079,507,100// 알프헤임의 꽃
6080,507,100// 마누크 주화
6081,507,100// 스플랑디드 주화
6082,507,100// 알프헤임의 영혼
6084,507,100// 브라디움 파편
6085,507,100// 낡은 머플러
12342,475,100// 마누크의 호기
12343,475,100// 마누크의 의지
12344,475,100// 핀귀큘라의 열매절임
12345,475,100// 루시올라의 꿀쨈
12348,475,100// 마누크의 신념
12349,475,100// 코르누스의 눈물

// New Novice Training Grounds Equipment
1381,499,100// 초보자용 배틀액스
1545,499,100// 초보자용 메이스
1639,499,100// 초보자용 롯드
1742,499,100// 초보자용 컴포지트보우
2393,499,100// 초보자용 어드밴쳐러 슈츠
2819,499,100// 검사 입문서
2820,499,100// 도둑 입문서
2821,499,100// 복사 입문서
2822,499,100// 궁수 입문서
2823,499,100// 상인 입문서
2824,499,100// 마술사 입문서
12323,507,100// [비매품]초보자용 파리의 날개
12324,507,100// 초보자용 나비의 날개
12325,507,100// 초보자용 돋보기
13040,499,100// 초보자용 커터
13041,499,100// 초보자용 망고슈
13415,499,100// 초보자용 폴쳔

// Eden Group
1192,499,100// P.슬레이어Ⅰ
1193,499,100// P.슬레이어Ⅱ
1650,499,100// P.스태프Ⅰ
1651,499,100// P.스태프Ⅱ
1747,499,100// P.보우Ⅰ
1748,499,100// P.보우Ⅱ
2456,499,100// 낙원단 부츠Ⅰ
2457,499,100// 낙원단 부츠Ⅱ
2458,499,100// 낙원단 부츠Ⅲ
2560,499,100// 낙원단 망토
5583,499,100// 낙원단 모자
6218,507,100// 다이신 택배 상자
6219,507,100// 낙원단의 증표
13050,499,100// P.대거Ⅰ
13051,499,100// P.대거Ⅱ
13112,499,100// P.리볼버Ⅰ
13113,499,100// P.리볼버Ⅱ
13423,499,100// P.세이버Ⅰ
13424,499,100// P.세이버Ⅱ
15009,499,100// 낙원단 제복Ⅰ
15010,499,100// 낙원단 제복Ⅱ
15011,499,100// 낙원단 제복Ⅲ
16004,499,100// P.메이스Ⅰ
16005,499,100// P.메이스Ⅱ

// * Third Job-related
1703,507,100// 보우
2794,507,100// 마력석 반지
2795,499,100// 풋사과 반지
2796,507,100// 마력 깃든 돌
2797,507,100// 마력 깃든 돌
2798,499,100// 지친 전사의 의지
6121,507,100// 분장용 붓
6122,507,100// 페인트 붓
6124,507,100// 늑대 피리
6151,499,100// 거대한 브라디움 조각
6152,499,100// 빛나는 수정
6153,507,100// 특별한 교환티켓
6154,499,100// 조각난 뿔피리
6156,499,100// 결제를 기다리는 보고서
6266,507,100// 기만의 열쇠
6267,507,100// 허상의 열쇠
6268,507,100// 환락의 열쇠
6269,507,100// 명장의 붓
6270,499,100// 민스트렐 송의 사진
6271,499,100// 영수증
6272,507,100// 실험용 씨앗
6273,507,100// 실험용 씨앗
6274,507,100// 성자의 옷조각
6275,507,100// 왕의 방패
6276,507,100// 투명 시약
6277,507,100// 붉은 시약
6278,507,100// 검은 시약
12258,499,100// 폭탄링 캡슐
12333,507,100// 안실라
12384,499,100// 무지갯빛 루비
12385,499,100// 무지갯빛 루비
12386,499,100// 무지갯빛 루비
12387,499,100// 무지갯빛 루비
12388,507,100// 수습용 라이도 룬 스톤
12389,507,100// 수습용 페르쓰 룬 스톤
12390,507,100// 수습용 베르카나 룬 스톤
12725,475,100// 노씨즈 룬스톤
12726,475,100// 라이도 룬스톤
12727,475,100// 베르카나 룬스톤
12728,475,100// 아이샤 룬스톤
12729,475,100// 에이시르 룬스톤
12730,475,100// 우르즈 룬스톤
12731,475,100// 튜리서드 룬스톤
12732,475,100// 페르쓰 룬스톤
12733,475,100// 하갈라즈 룬스톤

// Brasilis
6237,507,100// 과라나 열매

// Cash Shop Related Items
1173,507,100// 무라마사
1190,507,100// 크레이모어
1267,507,100// 등뒤를 베는자
1283,507,100// 재빠른 카타르
1286,507,100// 자마다르
1312,507,100// 오키쉬 액스
1372,507,100// 라이트엡실론
1383,457,100// 성천도끼
1419,507,100// 폴액스
1427,507,100// 훌륭한 장창
1430,507,100// 파이크
1487,507,100// 랜스
1547,507,100// 광기의 둔기
1563,507,100// 현자의 일기
1578,507,100// 기도하는 자의 서
1580,507,100// 대백과 사전
1623,507,100// 마이트스태프
1642,507,100// 밝지 못한 자의 지팡이
1728,507,100// 발리스타
1744,507,100// 악마의 활
1817,507,100// 카이저너클
1828,507,100// 수도승의 너클
1829,507,100// 피스트
1929,507,100// 기타
1982,507,100// 범상치 않은 자의 채찍
1983,507,100// 란테
2132,507,100// 쉘터 오브 레지스턴스
2369,507,100// 프레이야의 외투
2384,507,100// 스피리츄얼 튜닉
2385,507,100// 리큐퍼레이티브 아머
2439,507,100// 리프레쉬 슈즈
2543,507,100// 실피드 망토
2686,507,100// 요정의 귀
2687,507,100// 강철의 꽃잎
2688,507,100// 크리티컬링
2689,507,100// 이어링
2690,507,100// 링
2691,507,100// 네클리스
2692,507,100// 글러브
2693,507,100// 브로치
2694,507,100// 로자리
2695,507,100// 세이프티링
2696,507,100// 베스퍼코어01
2697,507,100// 베스퍼코어02
2698,507,100// 베스퍼코어03
2699,507,100// 베스퍼코어04
2734,499,100// 임무명령서
2735,499,100// 임무명령서
2741,507,100// 올인원 반지
2753,507,100// 비홀더 링
2754,507,100// 핼로우 링
2755,507,100// 클래머러스 링
2756,507,100// 케미컬 링
2757,507,100// 인섹티사이드 링
2758,507,100// 피셔 링
2759,507,100// 디커세이트 링
2760,507,100// 블러디 링
2761,507,100// 사타닉 링
2762,507,100// 드라군 링
5098,73,100// 타이거마스크
5210,73,100// 비상하는 천사
5226,73,100// 프로펠라
5227,475,100// 빨간색 새끼악마의 모자
5228,475,100// 흰색 새끼악마의 모자
5229,475,100// 회색 새끼악마의 모자
5230,475,100// 흰색 늘어진 고양이
5231,475,100// 회색 늘어진 고양이
5232,475,100// 분홍색 늘어진 고양이
5233,475,100// 파란색 늘어진 고양이
5234,475,100// 노란색 늘어진 고양이
5235,475,100// 회색 털모자
5236,475,100// 파란색 털모자
5237,475,100// 분홍색 털모자
5238,475,100// 빨간색 마법사의 모자
5239,475,100// 흰색 마법사의 모자
5240,475,100// 회색 마법사의 모자
5241,475,100// 파란색 마법사의 모자
5242,475,100// 노란색 마법사의 모자
5263,73,100// 파그다야
5265,507,100// 명사수의 사과
5266,507,100// 토끼머리띠
5267,507,100// 삿갓
5268,507,100// 로드서클릿
5277,73,100// 노란색 두건
5283,73,100// 병아리 모자
5286,73,100// 페코페코 머리띠
5288,73,100// 빨간 안경
5293,73,100// 라면 모자
5294,73,100// 위스퍼 마스크
5313,73,100// 다이아뎀
5314,73,100// 하키 마스크
5315,73,100// 옵저버
5324,73,100// 리틀 엔젤 돌
5372,73,100// 늘어진 하얀 고양이
5374,73,100// 대형 마제스틱 고우트
5375,73,100// 대형 오크히어로의 투구
5376,73,100// 사타닉 체인
5377,73,100// 앤티크 담뱃대
5378,73,100// 토끼귀 모자
5380,73,100// 물고기 머리 모자
5381,73,100// 산타포링 모자
5382,73,100// 방울리본
5391,507,100// 토스트
5420,73,100// 이프리트 가면
5421,73,100// 이프리트의 귀
5462,457,100// 대못박힌 스카프
5463,457,100// 무지개 스카프
5502,457,100// 강령술사의 두건
5503,73,100// 토끼 마술 모자
5505,73,100// 아사라 요정 모자
5529,457,100// 마왕의 뼈 투구
5596,507,100// 입에 문 네잎클로버
5597,507,100// 입에 문 풍선껌
6046,507,100// 옷염색 쿠폰
6047,507,100// 옷염색 쿠폰 Ⅱ
7619,475,100// 농축 에르늄
7620,475,100// 농축 오리데오콘
7621,475,100// 지크프리드의 증표
7622,73,100// 미용상품권
7766,475,100// 배추잎
7767,475,100// 맛있는 조각케이크
7776,475,100// 헬스장 회원권
7821,475,100// 초록색 사과
7822,475,100// 통 바베큐
7823,475,100// 고기야채꼬치
7824,475,100// 혼령주
7945,73,100// 만능부적
12202,475,100// 혓바닥요리
12203,475,100// 사막전갈 모래찜
12204,475,100// 칵테일 용의 숨결
12205,475,100// 흐베르겔미르의 술
12206,475,100// 구미호 꼬리요리
12207,475,100// 불사의 찌개
12208,475,100// 전투 교범
12209,475,100// 생명보험 증서
12210,475,100// 풍선껌
12211,475,100// 카프라 명함
12212,475,100// 거대한 파리의 날개
12213,475,100// 섬광 막대
12214,475,100// 볼록 거울
12215,475,100// 블레싱 10레벨 스크롤
12216,475,100// 민첩성증가 10레벨 스크롤
12217,475,100// 아스페르시오 5레벨 스크롤
12218,475,100// 구 아숨프티오 5레벨 스크롤
12219,475,100// 윈드워크 10레벨 스크롤
12220,475,100// 아드레날린러쉬 5레벨 스크롤
12221,475,100// 확성기
12269,499,100// 맛대령
12270,499,100// 맛소령
12271,499,100// 군용식량A
12272,499,100// 군용식량B
12273,499,100// 군용식량C
12274,507,100// 대환단
12275,507,100// 태청단
12276,73,100// 미믹 소환서
12277,73,100// 디스가이즈 소환서
12278,73,100// 엘리스 소환서
12287,507,100// 러브앤젤 마법가루
12288,507,100// 스퀴럴 마법가루
12289,507,100// 고고 마법가루
12294,507,100// PC방 코인상자 1
12295,507,100// PC방 코인상자 2
12296,507,100// PC방 코인상자 3
12297,507,100// PC방 코인상자 4
12298,507,100// SP 소모량 감소포션
12299,507,100// 상태이상 저항포션
12300,499,100// 와일드 로즈 소환서
12301,499,100// 도플갱어 소환서
12302,499,100// 이그니젬 세니아 소환서
12303,475,100// 축복의 물
12304,507,100// 그림일기 마법가루
12305,507,100// 미니하트 마법가루
12306,507,100// 새내기 마법가루
12307,507,100// 꼬꼬마 마법가루
12308,507,100// 마법의 성 마법가루
12309,507,100// 짱구 마법가루
12310,467,100// 꽃가지
12311,467,100// 커다란 꽃가지
12313,499,100// 천사의 수호
12331,507,100// 인삼
12332,507,100// 과일쥬스
12340,499,100// 신비한 찹쌀가루
12346,499,100// 덜 익은 도토리
12350,457,100// 엔젤링 포션
12351,457,100// 고함 메가폰
12361,507,100// 맛있는 빙수
12363,507,100// 맞춤 관
12370,507,100// 소녀의 순정
12375,457,100// 아까라제
12391,475,100// 행운의 알
12396,73,100// 선물상자?
12397,73,100// 선물상자?
12398,507,100// PC방 선물상자
12402,475,100// 29열매
12404,475,100// 활성화 포션
12405,475,100// 덜 익은 이그드라실 씨앗
12406,475,100// 사이킥 아머 스크롤
12413,475,100// PC방 쿠폰 상자Ⅱ
12473,467,100// RWC 참가 접수 기념상자
12474,467,100// RWC 결승전 참가 기념상자
12476,475,100// PC방 쿠폰 상자Ⅲ
12478,507,100// 기회의 상자
12479,507,100// 카라카스의 반지 상자
12480,475,100// 출석 3일 상자
12481,475,100// 출석 7일 상자
12482,475,100// 출석 10일 상자
12483,475,100// 출석 15일 상자
12484,475,100// 출석 20일 상자
12485,475,100// 출석 25일 상자
12486,475,100// 골드 PC방 1등 상자
12487,475,100// PC방 네잎클로버 상자
12492,475,100// 구겨진 종이뭉치
12493,475,100// 행운의 알Ⅳ
12529,475,100// 화이트 슬림 포션 상자
12530,475,100// 마스테라의 열매 상자
12531,475,100// 하얀 포션 상자
12532,475,100// 로얄제리 상자
12533,475,100// 파란허브 상자
12534,475,100// 이그드라실 씨앗 상자
12535,475,100// 이그드라실 열매 상자
12540,499,100// 운영자의 워프상자
12541,499,100// 포춘쿠키
12542,499,100// 포춘쿠키
12543,499,100// 포춘쿠키
12549,475,100// 화이트 슬림 포션 상자
12550,475,100// 독약병 상자
12714,467,100// 부활절 스크롤
12900,457,100// 전투교범 10개 상자
12901,457,100// 보험증서 10개 상자
12902,457,100// 풍선껌 10개 박스
12903,457,100// 혓바닥요리 10개 상자
12904,457,100// 사막전갈 모래찜 10개 상자
12905,457,100// 칵테일 용의 숨결 10개 상자
12906,457,100// 흐베르겔미르의 술 10개 상자
12907,457,100// 구미호 꼬리요리 10개 상자
12908,457,100// 불사의 찌개 10개 상자
12909,457,100// 카프라 명함 10개 상자
12910,457,100// 거대한 파리의 날개 10개 상자
12911,457,100// 섬광막대 상자
12912,457,100// 볼록거울 10개 상자
12913,457,100// 블레싱 스크롤 10개 상자
12914,457,100// 민첩성증가 스크롤 10개 상자
12915,457,100// 아스페르시오 스크롤 10개 상자
12916,457,100// 구 아숨프티오 스크롤 10개 상자
12917,457,100// 윈드워크 스크롤 10개 상자
12918,457,100// 아드레날린러쉬 스크롤 10개 상자
12919,457,100// 확성기 10개 상자
12920,457,100// 농축 에르늄 10개 상자
12921,457,100// 농축 오리데오콘 10개 상자
12922,457,100// 지크프리드의 증표 10개 상자
12923,457,100// 펫 알 스크롤 상자
12924,457,100// 펫 알 스크롤 상자
12925,475,100// 펫 알 스크롤
