// Homunculus Skill Tree Database
//
// Structure of Database:
// Class,SkillID,MaxLv,NeedLevel,Prerequisite SkillID1,Prerequisite SkillLv1,PrereqSkillID2,PrereqSkillLv2,PrereqSkillID3,PrereqSkillLv3,PrereqSkillID4,PrereqSkillLv4,PrereqSkillID5,PrereqSkillLv5,IntimacyLvReq //SKILLNAME#Skill Name#
//
// 01. Class                    Homunculus ID.
// 02. SkillID                  Skill ID of the homunuculus skill.
// 03. MaxLv                    Maximum level of the homunuculus skill.
// 04. NeedLevel                Homunculus level required for the skill to become available
// 05. Prerequisite SkillID     Homunculus skill required for the skill to become available.
// 06. Prerequisite SkillLv     Level of the required homunculus skill.
// ...
// 15. IntimacyLvReq			Minimum level of intimacy to unlock skill.
//
// NOTE: MAX_PC_SKILL_REQUIRE (typically 5) ID/Lv pairs must be specified.

//Lif
6050,8019,5,105,0,0,0,0,0,0,0,0,0,0,0	//MH_NEEDLE_OF_PARALYZE#니들 오브 패럴라이즈#
6050,8020,5,116,0,0,0,0,0,0,0,0,0,0,0	//MH_POISON_MIST#포이즌 미스트#
6050,8021,5,123,0,0,0,0,0,0,0,0,0,0,0	//MH_PAIN_KILLER#페인 킬러#
//Dieter
6051,8039,5,122,0,0,0,0,0,0,0,0,0,0,0	//MH_MAGMA_FLOW#마그마 플로우#
6051,8040,5,116,0,0,0,0,0,0,0,0,0,0,0	//MH_GRANITIC_ARMOR#그래니틱 아머#
6051,8041,5,109,0,0,0,0,0,0,0,0,0,0,0	//MH_LAVA_SLIDE#라바 슬라이드#
6051,8042,5,131,0,0,0,0,0,0,0,0,0,0,0	//MH_PYROCLASTIC#파이로 클래스틱#
6051,8043,5,102,0,0,0,0,0,0,0,0,0,0,0	//MH_VOLCANIC_ASH#볼캐닉 애쉬#
//Elanor
6052,8027,1,100,0,0,0,0,0,0,0,0,0,0,0	//MH_STYLE_CHANGE#스타일 체인지#
6052,8028,5,100,0,0,0,0,0,0,0,0,0,0,0	//MH_SONIC_CRAW#소닉 크로우#
6052,8029,5,114,0,0,0,0,0,0,0,0,0,0,0	//MH_SILVERVEIN_RUSH#실버베인 러쉬#
6052,8030,5,128,0,0,0,0,0,0,0,0,0,0,0	//MH_MIDNIGHT_FRENZY#미드나잇 프렌지#
6052,8036,5,100,0,0,0,0,0,0,0,0,0,0,0	//MH_TINDER_BREAKER#틴더 브레이커#
6052,8037,5,112,0,0,0,0,0,0,0,0,0,0,0	//MH_CBC#C.B.C : 컨티뉴얼 브레이크 콤보#
6052,8038,5,133,0,0,0,0,0,0,0,0,0,0,0	//MH_EQC#E.Q.C : 이터널 퀵 콤보#
